operation_id,date,month,operation_type,amount,signed_amount,counterparty,description,raw_credit,raw_debit,raw_date,date_parse_source,category_rule,subcategory_rule,rule_confidence,rule_reason,category_llm,subcategory_llm,llm_confidence,llm_reason,llm_error,category_final,subcategory_final,category_group,category_source,category_confidence,needs_review,review_reason,cash_flow_section
185,2025-05-26,2025-05,credit,1600.0,1600.0,"ООО ""ТОРГСЕРВИС 150"" Р/С 40702810940000079075 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС150/25-241ПМСК ОТ 31.12.2024 ТУЧКОВО КИРОВА 41АСУММА 1600-00В Т.Ч. НДС(10%) 145-45,1600.0,0.0,2025-05-26,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
186,2025-05-27,2025-05,credit,390.51,390.51,"ООО ""ВОСТОРГ 76"" Р/С 40702810977030010532 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 БРЯНСК УЛЬЯНОВА 4СУММА 390-51В Т.Ч. НДС(10%) 35-50,390.51,0.0,2025-05-27,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
187,2025-05-27,2025-05,credit,928.55,928.55,"ООО ""ВОСТОРГ 76"" Р/С 40702810577030023039 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 СТАРЫЙ ОСКОЛ ПЕРВОЙ КОННОЙ АРМИИ 67АСУММА 928-55В Т.Ч. НДС(10%) 84-41,928.55,0.0,2025-05-27,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
188,2025-05-27,2025-05,credit,185.71,185.71,"ООО ""ВОСТОРГ 76"" Р/С 40702810777030023059 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 ПУТЕВКА РОСЛАВЛЬСКАЯ 1А-1СУММА 185-71В Т.Ч. НДС(10%) 16-88,185.71,0.0,2025-05-27,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
189,2025-05-27,2025-05,credit,985.82,985.82,"ООО ""ВОСТОРГ 76"" Р/С 40702810677030023065 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 ВОРОНЕЖ 45-Й СТРЕЛКОВОЙ ДИВИЗИИ 255ВСУММА 985-82В Т.Ч. НДС(10%) 89-62,985.82,0.0,2025-05-27,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
190,2025-05-28,2025-05,debit,529.0,-529.0,"АО ""Альфа-Банк""","Комиссия за внутренний перевод в валюте РФ на счета ФЛ N 432 от 28.05.2025 Согл.тариф.Банка НДС не облаг. ООО ""СЛАДКИЙ ГОРОДОК""",0.0,529.0,2025-05-28,operation_date:iso_%Y-%m-%d,Банковские комиссии и эквайринг,неизвестно,0.96,банковская комиссия,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Банковские комиссии и эквайринг,неизвестно,Операционные платежи,rule,0.96,False,,operating_outflow
191,2025-05-28,2025-05,debit,35000.0,-35000.0,Умаров Азимжон Абдуллаевич,Заработная плата за 1 половину мая 2025г. НДС не облагается,0.0,35000.0,2025-05-28,operation_date:iso_%Y-%m-%d,Персонал,зарплата,0.93,персонал,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Персонал,зарплата,Операционные платежи,rule,0.93,False,,operating_outflow
192,2025-05-28,2025-05,debit,15000.0,-15000.0,Казначейство России ( ФНС России),Единый налоговый платеж. НДС не облагается,0.0,15000.0,2025-05-28,operation_date:iso_%Y-%m-%d,"Налоги, взносы, штрафы",неизвестно,0.95,налоги/взносы/штрафы,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,"Налоги, взносы, штрафы",неизвестно,Операционные платежи,rule,0.95,False,,operating_outflow
193,2025-05-28,2025-05,credit,8180.2,8180.2,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810566000014561 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ТУЛА ЩЕГЛОВСКАЯ ЗАСЕКА 36. СУММА 8180-20 В Т.Ч. НДС(10%) 743-65,8180.2,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
194,2025-05-28,2025-05,credit,4487.2,4487.2,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810666000001759 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ЯСНОГОРСК КОМСОМОЛЬСКИЙ. СУММА 4487-20 В Т.Ч. НДС(10%) 407-93,4487.2,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
195,2025-05-28,2025-05,credit,10449.0,10449.0,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810766000014950 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ТУЛА СКУРАТОВСКАЯ 100А. СУММА 10449-00 В Т.Ч. НДС(10%) 949-91,10449.0,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
196,2025-05-28,2025-05,credit,6457.8,6457.8,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810966000007592 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ТУЛА ПАРКОВАЯ 7А. СУММА 6457-80 В Т.Ч. НДС(10%) 587-07,6457.8,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
197,2025-05-28,2025-05,credit,7770.6,7770.6,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810366000016714 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ТУЛА Ф ЭНГЕЛЬСА 12. СУММА 7770-60 В Т.Ч. НДС(10%) 706-42,7770.6,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
198,2025-05-28,2025-05,credit,1800.0,1800.0,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810766000016712 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 КИРЕЕВСК ГЕОЛОГОВ 1А. СУММА 1800-00 В Т.Ч. НДС(10%) 163-64,1800.0,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
199,2025-05-28,2025-05,credit,4599.4,4599.4,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810166000014424 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ТУЛА ВЕНЕВСКОЕ 6. СУММА 4599-40 В Т.Ч. НДС(10%) 418-13,4599.4,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
200,2025-05-28,2025-05,credit,3400.0,3400.0,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810166000017492 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 БЕЛЕВ СПОРТИВНАЯ 43А. СУММА 3400-00 В Т.Ч. НДС(10%) 309-09,3400.0,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
201,2025-05-28,2025-05,credit,3047.72,3047.72,"ООО ""ВОСТОРГ 76"" Р/С 40702810077030025663 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 ТУЛА ПАРКОВАЯ 7СУММА 3047-72В Т.Ч. НДС(10%) 277-07,3047.72,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
202,2025-05-28,2025-05,debit,35000.0,-35000.0,"ООО ""РУСАГРИКОМ""","Оплата по УПД № 2051 от 25.03.2025. за маргарин. В том числе НДС 10%, 3181.82 руб.",0.0,35000.0,2025-05-28,operation_date:iso_%Y-%m-%d,Закупки для производства,масло / жиры,0.94,сырьё/ингредиенты,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Закупки для производства,масло / жиры,Операционные платежи,rule,0.94,False,,operating_outflow
203,2025-05-28,2025-05,credit,3741.0,3741.0,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810366000015980 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ЛИПКИ ОКТЯБРЬСКАЯ 2. СУММА 3741-00 В Т.Ч. НДС(10%) 340-09,3741.0,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
204,2025-05-28,2025-05,credit,6434.8,6434.8,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810066000006480 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 ДОНСКОЙ УЛ. ОКТЯБРЬСКАЯ 77А. СУММА 6434-80 В Т.Ч. НДС(10%) 584-98,6434.8,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
205,2025-05-28,2025-05,credit,2200.0,2200.0,"ООО ""ТОРГСЕРВИС 71"" Р/С 40702810566000013151 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № ТС71/2025-6 ОТ 20.11.2024 БОГОРОДИЦК ЗАЩИТНАЯ 10. СУММА 2200 -00 В Т.Ч. НДС(10%) 200-00,2200.0,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
206,2025-05-28,2025-05,credit,13544.0,13544.0,"ООО ""ВОСТОРГ 76"" Р/С 40702810130000049931 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 ЛЮБЕРЦЫ КАСИМОВСКОЕ Ш 3БСУММА 13544-00В Т.Ч. НДС(10%) 1231-27,13544.0,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
207,2025-05-28,2025-05,credit,12274.4,12274.4,"ООО ""ВОСТОРГ 76"" Р/С 40702810130000043953 в ПАО Сбербанк г Москва",ОПЛАТА ЗА ТОВАР СОГЛАСНО ДОГОВОРУ ПОСТАВКИ № 36/ВС ОТ 20.09.2023 МОСКВА ВЕРНИСАЖНАЯ 13СУММА 12274-40В Т.Ч. НДС(10%) 1115-85,12274.4,0.0,2025-05-28,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
208,2025-05-29,2025-05,debit,500.0,-500.0,ОСФР ПО ТУЛЬСКОЙ ОБЛАСТИ,"Обязательное социальное страхование от несчастных случаев на производстве за апрель 2025. В том числе НДС, %",0.0,500.0,2025-05-29,operation_date:iso_%Y-%m-%d,Персонал,страховые взносы,0.93,персонал,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Персонал,страховые взносы,Операционные платежи,rule,0.93,False,,operating_outflow
209,2025-05-29,2025-05,debit,10.0,-10.0,ОСФР ПО ТУЛЬСКОЙ ОБЛАСТИ,Обязательное социальное страхование от несчастных случаев на производстве. НДС не облагается. ПЕНИ,0.0,10.0,2025-05-29,operation_date:iso_%Y-%m-%d,"Налоги, взносы, штрафы",неизвестно,0.95,налоги/взносы/штрафы,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,"Налоги, взносы, штрафы",неизвестно,Операционные платежи,rule,0.95,False,,operating_outflow
210,2025-05-29,2025-05,credit,1200.0,1200.0,"ООО ""ТОРГСЕРВИС 71""",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Дубна Первомайская 10. Сумма 1200-00 В т.ч. НДС(10%) 109-09,1200.0,0.0,2025-05-29,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
211,2025-05-30,2025-05,credit,3047.55,3047.55,"ООО ""ТОРГСЕРВИС 150""",Оплата за товар согласно договору поставки № ТС-150/24-008МО2 от 09.02.2024 Дедовск Фабричная ветка 1Сумма 3047-55В т.ч. НДС(10%) 277-05,3047.55,0.0,2025-05-30,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
212,2025-05-30,2025-05,credit,13954.2,13954.2,"ООО ""ТОРГСЕРВИС 71""",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Ефремов Горького 17. Сумма 13954-20 В т.ч. НДС(10%) 1268-56,13954.2,0.0,2025-05-30,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
213,2025-05-30,2025-05,credit,4000.0,4000.0,"ООО ""ТОРГСЕРВИС 71""",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Одоев 50 лет Октября. Сумма 4000-00 В т.ч. НДС(10%) 363-64,4000.0,0.0,2025-05-30,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
214,2025-05-30,2025-05,credit,15920.65,15920.65,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Тамбов Авиационная 141АСумма 15920-65В т.ч. НДС(10%) 1447-33,15920.65,0.0,2025-05-30,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
215,2025-05-30,2025-05,debit,3810.48,-3810.48,"АО ""ТЕЛЕ-СЕРВИС ТУЛА""","оплата по счетам № 10305 от 15.05.2025, №10314 от 19.05.2025., № 10315 от 01.06.2025.за организацию доступа к сети интернет, абон. плата за май, июнь 2025г. В том числе НДС 5%, 181.45 руб.",0.0,3810.48,2025-05-30,operation_date:iso_%Y-%m-%d,"Связь, сервисы и подписки",неизвестно,0.9,связь/сервисы,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,"Связь, сервисы и подписки",неизвестно,Операционные платежи,rule,0.9,False,,operating_outflow
216,2025-05-30,2025-05,debit,3161.0,-3161.0,"ООО ""БИЗНЕС-СОФТ""",оплата по счету № БСБП-000209 от 28.05.2025. облачная инфраструктура 1с бухгалтерия за июнь 2025. НДС не облагается,0.0,3161.0,2025-05-30,operation_date:iso_%Y-%m-%d,"Связь, сервисы и подписки",сервисы / отчётность / связь,0.91,цифровой сервис или связь,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,"Связь, сервисы и подписки",сервисы / отчётность / связь,Операционные платежи,rule,0.91,False,,operating_outflow
217,2025-05-30,2025-05,debit,2500.0,-2500.0,"ООО ""БИЗНЕС-СОФТ""",оплата по счету № 215 от 28.05.2025. настройка и обслуживание ПО за май 2025. НДС не облагается,0.0,2500.0,2025-05-30,operation_date:iso_%Y-%m-%d,"Связь, сервисы и подписки",сервисы / отчётность / связь,0.9,сервис или связь,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,"Связь, сервисы и подписки",сервисы / отчётность / связь,Операционные платежи,rule,0.9,False,,operating_outflow
218,2025-05-30,2025-05,credit,3457.32,3457.32,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Белгород 5-й Заводской 11Сумма 3457-32В т.ч. НДС(10%) 314-30,3457.32,0.0,2025-05-30,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
219,2025-05-30,2025-05,credit,2042.81,2042.81,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Воронеж Дубровина 3ВСумма 2042-81В т.ч. НДС(10%) 185-71,2042.81,0.0,2025-05-30,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
220,2025-05-30,2025-05,credit,1709.57,1709.57,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Старый Оскол Ватутина 38Сумма 1709-57В т.ч. НДС(10%) 155-42,1709.57,0.0,2025-05-30,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
221,2025-06-01,2025-06,debit,1690.0,-1690.0,"АО ""АЛЬФА-БАНК""","Комиссия за обсл.счета за период с 01.05.25 по 31.05.25 по ПУ ""Активный бизнес"" Осн.тарифы Банка,НДС не облаг. ООО ""СЛАДКИЙ ГОРОДОК""",0.0,1690.0,2025-06-01,operation_date:iso_%Y-%m-%d,Банковские комиссии и эквайринг,неизвестно,0.96,банковская комиссия,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Банковские комиссии и эквайринг,неизвестно,Операционные платежи,rule,0.96,False,,operating_outflow
222,2025-06-02,2025-06,credit,5660.8,5660.8,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Подольск Загородная 1Сумма 5660-80В т.ч. НДС(10%) 514-62,5660.8,0.0,2025-06-02,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
223,2025-06-02,2025-06,credit,2414.23,2414.23,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Воронеж Маршала Жукова 15Сумма 2414-23В т.ч. НДС(10%) 219-48,2414.23,0.0,2025-06-02,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
224,2025-06-02,2025-06,credit,4923.91,4923.91,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Липецк Папина 1Г-2Сумма 4923-91В т.ч. НДС(10%) 447-63,4923.91,0.0,2025-06-02,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
225,2025-06-02,2025-06,credit,23014.6,23014.6,"ООО ""КЛЕВЕРТРЕЙД""",Оплата за товар согласно договору поставки № кт24/10/23 от 24.10.2023 Москва Лухмановская 37Сумма 23014-60В т.ч. НДС(10%) 2092-24,23014.6,0.0,2025-06-02,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
226,2025-06-02,2025-06,credit,5088.0,5088.0,"ООО ""ТОРГСЕРВИС 71""",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Тула Марата 59. Сумма 5088-00 В т.ч. НДС(10%) 462-55,5088.0,0.0,2025-06-02,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
227,2025-06-02,2025-06,credit,6171.8,6171.8,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Липецк Балмочных 17Сумма 6171-80В т.ч. НДС(10%) 561-07,6171.8,0.0,2025-06-02,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
228,2025-06-02,2025-06,credit,2800.0,2800.0,"ООО ""ТОРГСЕРВИС 71""",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Суворов Чайковского 14а. Сумма 2800-00 В т.ч. НДС(10%) 254-55,2800.0,0.0,2025-06-02,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
229,2025-06-02,2025-06,credit,2676.3,2676.3,"ООО ""ВОСТОРГ 76""",Оплата за товар согласно договору поставки № 36/вс от 20.09.2023 Белгород Королева 2г ГИПЕРСумма 2676-30В т.ч. НДС(10%) 243-30,2676.3,0.0,2025-06-02,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
230,2025-06-02,2025-06,credit,1795.6,1795.6,"ООО ""ТОРГСЕРВИС 71""",Оплата за товар согласно договору поставки № тс71/2025-6 от 20.11.2024 Тула Новотульская 11. Сумма 1795-60 В т.ч. НДС(10%) 163-24,1795.6,0.0,2025-06-02,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
231,2025-06-02,2025-06,credit,1000.0,1000.0,"ООО ""ТОРГСЕРВИС 150""",Оплата за товар согласно договору поставки № ТС150/25-241ПМСК от 31.12.2024 Серпухов Коншиных 108-14 пом 2Сумма 1000-00В т.ч. НДС(10%) 90-91,1000.0,0.0,2025-06-02,operation_date:iso_%Y-%m-%d,Выручка от клиентов,оплата,0.86,поступление от клиента,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Выручка от клиентов,оплата,Операционные поступления,rule_low_confidence,0.86,False,,operating_inflow
232,2025-06-02,2025-06,debit,18000.0,-18000.0,"ООО ""ФИРМА ОКЕЙ""","Оплата по счету № 1433 от 29.05.2025. за аренду нежилого помещения в июне 2025г. В том числе НДС 5%, 857.14 руб.",0.0,18000.0,2025-06-02,operation_date:iso_%Y-%m-%d,Аренда и коммунальные платежи,аренда,0.96,аренда/коммунальные; приоритет над номером договора Б/О,Неизвестно / требуется проверка,неизвестно,0.0,,not_requested,Аренда и коммунальные платежи,аренда,Операционные платежи,rule,0.96,False,,operating_outflow
